playerID,nameFirst,nameLast,birthYear,birthMonth,fullName
duncata01,Taylor,Duncan,1953,5,Taylor Duncan
duncave01,Vern,Duncan,1890,1,Vern Duncan
duncawa01,Warren,Duncan,1905,7,Warren Duncan
dundoed01,Ed,Dundon,1859,7,Ed Dundon
dundogu01,Gus,Dundon,1874,7,Gus Dundon
dunegji01,Jim,Dunegan,1947,8,Jim Dunegan
dungasa01,Sam,Dungan,1866,7,Sam Dungan
dunhale01,Lee,Dunham,1902,6,Lee Dunham
dunhawi01,Wiley,Dunham,1877,1,Wiley Dunham
dunklch01,Charles,Dunklin,1914,10,Charles Dunklin
dunklda01,Davy,Dunkle,1872,8,Davy Dunkle
dunlabi01,Bill,Dunlap,1909,5,Bill Dunlap
dunlada01,Dave,Dunlap,,,Dave Dunlap
dunlafr01,Fred,Dunlap,1859,5,Fred Dunlap
dunlagr01,Grant,Dunlap,1923,12,Grant Dunlap
dunlahe01,Herman,Dunlap,1908,3,Herman Dunlap
dunleja01,Jack,Dunleavy,1879,9,Jack Dunleavy
dunloge01,George,Dunlop,1888,7,George Dunlop
dunnad01,Adam,Dunn,1979,11,Adam Dunn
dunnal01,Alphonse,Dunn,1911,9,Alphonse Dunn
dunnbl01,Blake,Dunn,1998,9,Blake Dunn
dunnemi01,Mike,Dunne,1962,10,Mike Dunne
dunnian01,Andy,Dunning,1871,8,Andy Dunning
dunnida01,Dane,Dunning,1994,12,Dane Dunning
dunnija01,Jake,Dunning,1988,8,Jake Dunning
dunnist01,Steve,Dunning,1949,5,Steve Dunning
dunnja01,Jack,Dunn,1872,10,Jack Dunn
dunnja02,Jake,Dunn,1909,11,Jake Dunn
dunnji01,Jim,Dunn,1931,2,Jim Dunn
dunnjo01,Joe,Dunn,1885,3,Joe Dunn
dunnju01,Justin,Dunn,1995,9,Justin Dunn
dunnmi01,Mike,Dunn,1985,5,Mike Dunn
dunnol01,Oliver,Dunn,1997,9,Oliver Dunn
dunnro01,Ron,Dunn,1950,1,Ron Dunn
dunnsc01,Scott,Dunn,1978,5,Scott Dunn
dunnst01,Steve,Dunn,1858,12,Steve Dunn
dunnst02,Steve,Dunn,1970,4,Steve Dunn
dunnto01,Todd,Dunn,1970,7,Todd Dunn
dunshpa01,Parker,Dunshee,1995,2,Parker Dunshee
dunstsh01,Shawon,Dunston,1963,3,Shawon Dunston
dunwoto01,Todd,Dunwoody,1975,4,Todd Dunwoody
dupeefr01,Frank,Dupee,1877,4,Frank Dupee
duplajo01,Jon,Duplantier,1994,7,Jon Duplantier
dupremi01,Mike,Dupree,1953,5,Mike Dupree
duranca01,Carlos,Duran,2001,7,Carlos Duran
duranda01,Dan,Duran,1954,3,Dan Duran
duranez01,Ezequiel,Duran,1999,5,Ezequiel Duran
durange01,German,Duran,1984,8,German Duran
duranja01,Jarren,Duran,1996,9,Jarren Duran
duranjh01,Jhoan,Duran,1998,1,Jhoan Duran
duranlu01,Luis,Durango,1986,4,Luis Durango
duranmi01,Mike,Durant,1969,9,Mike Durant
duranro01,Roberto,Duran,1973,3,Roberto Duran
durapmo01,Montana,DuRapau,1992,3,Montana DuRapau
durazer01,Erubiel,Durazo,1974,1,Erubiel Durazo
durbica01,Caleb,Durbin,2000,2,Caleb Durbin
durbich01,Chad,Durbin,1977,12,Chad Durbin
durbijd01,J. D.,Durbin,1982,2,J. D. Durbin
durbiki01,Blaine,Durbin,1886,9,Blaine Durbin
durenry01,Ryne,Duren,1929,2,Ryne Duren
durhabu01,Bull,Durham,1877,6,Bull Durham
durhado01,Don,Durham,1949,3,Don Durham
durhaed01,Ed,Durham,1907,8,Ed Durham
durhajo01,James,Durham,1881,10,James Durham
durhajo02,Joe,Durham,1931,7,Joe Durham
durhale01,Leon,Durham,1957,7,Leon Durham
durhara01,Ray,Durham,1971,11,Ray Durham
durnbbo01,Bobby,Durnbaugh,1933,1,Bobby Durnbaugh
durnige01,George,Durning,1898,5,George Durning
durniri01,Rich,Durning,1892,10,Rich Durning
durocja01,Jayson,Durocher,1974,8,Jayson Durocher
durocle01,Leo,Durocher,1905,7,Leo Durocher
duronni01,Nick,Duron,1996,1,Nick Duron
durrere01,Red,Durrett,1921,2,Red Durrett
durritr01,Trent,Durrington,1975,8,Trent Durrington
durstce01,Cedric,Durst,1896,8,Cedric Durst
duryeje01,Jesse,Duryea,1859,9,Jesse Duryea
dusaker01,Erv,Dusak,1920,7,Erv Dusak
duserca01,Carl,Duser,1932,7,Carl Duser
dustabo01,Bob,Dustal,1935,9,Bob Dustal
duvalad01,Adam,Duvall,1988,9,Adam Duvall
duvalmi01,Mike,Duvall,1974,10,Mike Duvall
duzenbi01,Bill,Duzen,1870,2,Bill Duzen
dwighal01,Al,Dwight,1856,1,Al Dwight
dwighed01,Eddie,Dwight,1905,2,Eddie Dwight
dwyerch01,Chris,Dwyer,1988,4,Chris Dwyer
dwyerdo01,Joe,Dwyer,1903,3,Joe Dwyer
dwyerfr01,Frank,Dwyer,1868,3,Frank Dwyer
dwyerji01,Jim,Dwyer,1950,1,Jim Dwyer
dwyerjo01,John,Dwyer,,,John Dwyer
dybzije01,Jerry,Dybzinski,1955,7,Jerry Dybzinski
dyckji01,Jim,Dyck,1922,2,Jim Dyck
dyeje01,Jermaine,Dye,1974,1,Jermaine Dye
dyerbe01,Ben,Dyer,1893,2,Ben Dyer
dyerdu01,Duffy,Dyer,1945,8,Duffy Dyer
dyered01,Eddie,Dyer,1899,10,Eddie Dyer
dyermi01,Mike,Dyer,1966,9,Mike Dyer
dygerji01,Jimmy,Dygert,1884,7,Jimmy Dygert
dykesaj01,A. J.,Dykes,1900,12,A. J. Dykes
dykesji01,Jimmy,Dykes,1896,11,Jimmy Dykes
dykewi01,William,Dyke,1906,8,William Dyke
dykhora01,Radhames,Dykhoff,1974,9,Radhames Dykhoff
dykstal01,Allan,Dykstra,1987,5,Allan Dykstra
dykstle01,Lenny,Dykstra,1963,2,Lenny Dykstra
dylerjo01,John,Dyler,1852,6,John Dyler
dysonja01,Jarrod,Dyson,1984,8,Jarrod Dyson
dysonsa01,Sam,Dyson,1988,5,Sam Dyson
eaddydo01,Don,Eaddy,1934,2,Don Eaddy
eadesry01,Ryan,Eades,1991,12,Ryan Eades
eaganbi01,Bill,Eagan,1869,6,Bill Eagan
eagantr01,Truck,Eagan,1877,8,Truck Eagan
eaglebi01,Bill,Eagle,1877,7,Bill Eagle
eaklech01,Charlie,Eakle,1887,9,Charlie Eakle
earlear01,Arnold,Earley,1933,6,Arnold Earley
earlebi01,Billy,Earle,1867,11,Billy Earle
earlebi02,Bill,Earley,1956,1,Bill Earley
earlech01,Charles,Earle,1884,3,Charles Earle
earleto01,Tom,Earley,1917,2,Tom Earley
earlho01,Howard,Earl,1867,2,Howard Earl
earlsc01,Scott,Earl,1960,9,Scott Earl
earlyco01,Connelly,Early,2002,4,Connelly Early
earlyja01,Jake,Early,1915,5,Jake Early
earnsge01,George,Earnshaw,1900,2,George Earnshaw
easleda01,Damion,Easley,1969,11,Damion Easley
easleed01,Ed,Easley,1985,12,Ed Easley
easlelo01,Logan,Easley,1961,11,Logan Easley
easlemi01,Mike,Easler,1950,11,Mike Easler
easonma01,Mal,Eason,1879,3,Mal Eason
eastca01,Carl,East,1893,8,Carl East
easte01,,Eastern,,, Eastern
eastehe01,Henry,Easterday,1864,9,Henry Easterday
easteho01,Howard,Easterling,1911,11,Howard Easterling
easteja01,Jamie,Easterly,1953,2,Jamie Easterly
eastelu01,Luke,Easter,1915,8,Luke Easter
eastepa01,Paul,Easterling,1905,9,Paul Easterling
eastero01,Roy,Easterwood,1915,1,Roy Easterwood
eastete01,Ted,Easterly,1885,4,Ted Easterly
eastha01,Harry,East,1862,4,Harry East
easthu01,Hugh,East,1919,7,Hugh East
eastoja01,Jack,Easton,1865,2,Jack Easton
eastojo01,John,Easton,1933,3,John Easton
eastwra01,Rawly,Eastwick,1950,10,Rawly Eastwick
eatmoel01,Elbert,Eatmon,1914,8,Elbert Eatmon
eatonad01,Adam,Eaton,1977,11,Adam Eaton
eatonad02,Adam,Eaton,1988,12,Adam Eaton
eatoncr01,Craig,Eaton,1954,9,Craig Eaton
eatonna01,Nate,Eaton,1996,12,Nate Eaton
eatonze01,Zeb,Eaton,1920,2,Zeb Eaton
eavega01,Gary,Eave,1963,7,Gary Eave
eavesva01,Vallie,Eaves,1911,9,Vallie Eaves
eayrsed01,Eddie,Eayrs,1890,11,Eddie Eayrs
ebbetch99,Charlie,Ebbets,1859,10,Charlie Ebbets
ebeldi99,Dino,Ebel,1966,3,Dino Ebel
ebertde01,Derrin,Ebert,1976,8,Derrin Ebert
ebrighi01,Hi,Ebright,1859,6,Hi Ebright
eccleha01,Harry,Eccles,1893,7,Harry Eccles
echevan01,Angel,Echevarria,1971,5,Angel Echevarria
echoljo01,Johnny,Echols,1917,1,Johnny Echols
echoljo02,Joe,Echols,1917,3,Joe Echols
eckelju01,Juan,Eckelson,1904,,Juan Eckelson
eckener01,Eric,Eckenstahler,1976,12,Eric Eckenstahler
eckeral01,Al,Eckert,1906,5,Al Eckert
eckerch01,Charlie,Eckert,1897,8,Charlie Eckert
eckerde01,Dennis,Eckersley,1954,10,Dennis Eckersley
eckhaox01,Ox,Eckhardt,1901,12,Ox Eckhardt
eckstda01,David,Eckstein,1975,1,David Eckstein
eddych01,Chris,Eddy,1969,11,Chris Eddy
eddydo01,Don,Eddy,1946,10,Don Eddy
eddyst01,Steve,Eddy,1957,8,Steve Eddy
edeleed01,Ed,Edelen,1912,3,Ed Edelen
edelejo01,Joe,Edelen,1955,9,Joe Edelen
edelmjo01,John,Edelman,1935,7,John Edelman
edenca01,Cam,Eden,1998,3,Cam Eden
edench01,Charlie,Eden,1855,1,Charlie Eden
edenfke01,Ken,Edenfield,1967,3,Ken Edenfield
edenmi01,Mike,Eden,1949,5,Mike Eden
edensto01,Tom,Edens,1961,6,Tom Edens
ederja01,Jake,Eder,1998,10,Jake Eder
edgebu01,Butch,Edge,1956,7,Butch Edge
edgerbi01,Bill,Edgerton,1941,8,Bill Edgerton
edginjo01,Josh,Edgin,1986,12,Josh Edgin
edingst01,Frank,Edington,1891,7,Frank Edington
edlefst01,Steve,Edlefsen,1985,6,Steve Edlefsen
edlerda01,Dave,Edler,1956,8,Dave Edler
edmanto01,Tommy,Edman,1995,5,Tommy Edman
edmonbo01,Bob,Edmondson,1879,4,Bob Edmondson
edmonbr01,Brian,Edmondson,1973,1,Brian Edmondson
edmoned01,Eddie,Edmonson,1889,11,Eddie Edmonson
edmonge01,George,Edmondson,1896,5,George Edmondson
edmonji01,Jim,Edmonds,1970,6,Jim Edmonds
edmonpa01,Paul,Edmondson,1943,2,Paul Edmondson
edmonsa01,Sam,Edmonston,1883,8,Sam Edmonston
edwar01,,Edwards,,, Edwards
edwarbr01,Bruce,Edwards,1923,7,Bruce Edwards
edwarca01,Carl,Edwards,1991,9,Carl Edwards
edwarch01,Chancelor,Edwards,1901,1,Chancelor Edwards
edwarda01,Dave,Edwards,1954,2,Dave Edwards
edwardo01,Doc,Edwards,1936,12,Doc Edwards
edwarfo01,Foster,Edwards,1903,9,Foster Edwards
edwargi01,Gilbert,Edwards,,,Gilbert Edwards
edwarha01,Hank,Edwards,1919,1,Hank Edwards
edwarje01,Jesse,Edwards,1899,8,Jesse Edwards
edwarji01,James,Edwards,1894,12,James Edwards
edwarjo01,Johnny,Edwards,1938,6,Johnny Edwards
edwarjo02,Jon,Edwards,1988,1,Jon Edwards
edwarma01,Marshall,Edwards,1952,8,Marshall Edwards
edwarmi01,Mike,Edwards,1952,8,Mike Edwards
edwarmi02,Mike,Edwards,1976,11,Mike Edwards
edwarna01,Nat,Edwards,1892,3,Nat Edwards
edwarra01,Ralph,Edwards,1882,12,Ralph Edwards
edwarsh01,Sherman,Edwards,1909,7,Sherman Edwards
edwarte01,Teannie,Edwards,1904,3,Teannie Edwards
edwarwa01,Wayne,Edwards,1964,3,Wayne Edwards
edwarwe01,Weedy,Edwards,1925,10,Weedy Edwards
edwarxa01,Xavier,Edwards,1999,8,Xavier Edwards
eellsha01,Harry,Eells,1880,2,Harry Eells
eenhoro01,Robert,Eenhoorn,1968,2,Robert Eenhoorn
effrosc01,Scott,Effross,1993,12,Scott Effross
eflinza01,Zach,Eflin,1994,4,Zach Eflin
eganbe01,Ben,Egan,1883,11,Ben Egan
egandi01,Dick,Egan,1884,6,Dick Egan
egandi02,Dick,Egan,1937,3,Dick Egan
eganji01,Jim,Egan,1858,,Jim Egan
eganri01,Jack,Egan,1871,7,Jack Egan
eganto01,Tom,Egan,1946,6,Tom Egan
eganwi01,Wish,Egan,1881,6,Wish Egan
egberja01,Jack,Egbert,1983,5,Jack Egbert
egeco01,Cody,Ege,1991,5,Cody Ege
eggerel01,Mose,Eggert,1902,1,Mose Eggert
eggleda01,Dave,Eggler,1849,4,Dave Eggler
egglema01,Mack,Eggleston,1896,9,Mack Eggleston
eglofbr01,Bruce,Egloff,1965,4,Bruce Egloff
ehmkeho01,Howard,Ehmke,1894,4,Howard Ehmke
ehretre01,Red,Ehret,1868,8,Red Ehret
ehrharu01,Rube,Ehrhardt,1894,11,Rube Ehrhardt
eibelha01,Hack,Eibel,1893,12,Hack Eibel
eibnebr01,Brett,Eibner,1988,12,Brett Eibner
eicheju01,Juan,Eichelberger,1953,10,Juan Eichelberger
eichhma01,Mark,Eichhorn,1960,11,Mark Eichhorn
eichrik01,Ike,Eichrodt,1903,1,Ike Eichrodt
eickhje01,Jerad,Eickhoff,1990,7,Jerad Eickhoff
eilanda01,Dave,Eiland,1966,7,Dave Eiland
eilerda01,Dave,Eilers,1936,12,Dave Eilers
einerda01,Darrell,Einertson,1972,9,Darrell Einertson
eischjo01,Joey,Eischen,1970,5,Joey Eischen
eisenha01,Harry,Eisenstat,1915,10,Harry Eisenstat
eisenja01,Jake,Eisenhart,1922,10,Jake Eisenhart
eisenji01,Jim,Eisenreich,1959,4,Jim Eisenreich
eiserbr01,Brandon,Eisert,1998,1,Brandon Eisert
eiteled01,Ed,Eiteljorge,1871,10,Ed Eiteljorge
ekstrmi01,Mike,Ekstrom,1983,8,Mike Ekstrom
elamji01,Jim,Elam,1920,6,Jim Elam
eland01,Frederick,Ehlen,1851,9,Frederick Ehlen
elartsc01,Scott,Elarton,1976,2,Scott Elarton
elberki01,Kid,Elberfeld,1875,4,Kid Elberfeld
elbersc01,Scott,Elbert,1985,8,Scott Elbert
elderbr01,Bryce,Elder,1999,5,Bryce Elder
elderda01,Dave,Elder,1975,9,Dave Elder
elderge01,George,Elder,1921,3,George Elder
elderhe01,Henry,Elder,1890,8,Henry Elder
eldrebr01,Brad,Eldred,1980,7,Brad Eldred
eldreca01,Cal,Eldred,1967,11,Cal Eldred
eldribr01,Bryce,Eldridge,2004,10,Bryce Eldridge
eliale01,Lee,Elia,1937,7,Lee Elia
eliasro01,Roenis,Elias,1988,8,Roenis Elias
elkope01,Pete,Elko,1918,6,Pete Elko
elkoti01,Tim,Elko,1998,12,Tim Elko
ellamro01,Roy,Ellam,1886,2,Roy Ellam
ellarfr01,Fraser,Ellard,1997,11,Fraser Ellard
elledse01,Seth,Elledge,1996,5,Seth Elledge
ellerfr01,Frank,Ellerbe,1895,12,Frank Ellerbe
ellerho01,Hod,Eller,1894,7,Hod Eller
ellicjo01,Joe,Ellick,1854,4,Joe Ellick
ellinbr01,Bruce,Ellingsen,1949,4,Bruce Ellingsen
ellinbr02,Brian,Ellington,1990,8,Brian Ellington
ellioal01,Allen,Elliott,1897,12,Allen Elliott
elliobo01,Bob,Elliott,1916,11,Bob Elliott
ellioca01,Carter,Elliott,1893,11,Carter Elliott
elliocl01,Claude,Elliott,1876,11,Claude Elliott
elliodo01,Donnie,Elliott,1968,9,Donnie Elliott
ellioge01,Gene,Elliott,1889,2,Gene Elliott
elliogl01,Glenn,Elliott,1919,11,Glenn Elliott
ellioha01,Hal,Elliott,1899,5,Hal Elliott
ellioha02,Harry,Elliott,1923,12,Harry Elliott
ellioju01,Jumbo,Elliott,1900,10,Jumbo Elliott
elliola01,Larry,Elliot,1938,3,Larry Elliot
elliora01,Randy,Elliott,1951,6,Randy Elliott
ellioro01,Rowdy,Elliott,1890,7,Rowdy Elliott
ellis01,,Ellis,,, Ellis
ellisaj01,A. J.,Ellis,1981,4,A. J. Ellis
ellisba01,Babe,Ellison,1896,11,Babe Ellison
ellisbe01,Ben,Ellis,1870,7,Ben Ellis
ellisch01,Chris,Ellis,1992,9,Chris Ellis
ellisdo01,Dock,Ellis,1945,3,Dock Ellis
ellisdr01,Drew,Ellis,1995,12,Drew Ellis
ellisdu01,Duke,Ellis,1998,1,Duke Ellis
ellisge01,George,Ellison,1897,1,George Ellison
ellisja01,Jason,Ellison,1978,4,Jason Ellison
ellisje01,Jean,Ellison,1890,7,Jean Ellison
ellisji01,Jim,Ellis,1945,3,Jim Ellis
ellisjo01,John,Ellis,1948,8,John Ellis
ellisma01,Mark,Ellis,1977,6,Mark Ellis
ellismo01,Mooney,Ellis,1896,6,Mooney Ellis
ellisro01,Rob,Ellis,1950,7,Rob Ellis
ellisro02,Robert,Ellis,1970,12,Robert Ellis
ellisro03,Rocky,Ellis,1911,1,Rocky Ellis
ellisru01,Rube,Ellis,1885,11,Rube Ellis
ellissa01,Sammy,Ellis,1941,2,Sammy Ellis
ellissp01,Specs,Ellis,,,Specs Ellis
ellsbja01,Jacoby,Ellsbury,1983,9,Jacoby Ellsbury
ellswdi01,Dick,Ellsworth,1940,3,Dick Ellsworth
ellswst01,Steve,Ellsworth,1960,7,Steve Ellsworth
elmorja01,Jake,Elmore,1987,6,Jake Elmore
elmorve01,Verdo,Elmore,1899,12,Verdo Elmore
elseha01,Harry,Else,1906,1,Harry Else
elshro01,Roy,Elsh,1891,3,Roy Elsh
elsteke01,Kevin,Elster,1964,8,Kevin Elster
elstodo01,Don,Elston,1929,4,Don Elston
elvirna01,Narciso,Elvira,1967,10,Narciso Elvira
elybo01,Bones,Ely,1863,6,Bones Ely
elyha01,Harry,Ely,1868,8,Harry Ely
elyjo01,John,Ely,1986,5,John Ely
emanuke01,Kent,Emanuel,1992,6,Kent Emanuel
emausbr01,Brad,Emaus,1986,3,Brad Emaus
embreal01,Alan,Embree,1970,1,Alan Embree
embrere01,Red,Embree,1917,8,Red Embree
embresl01,Slim,Embry,1901,8,Slim Embry
emersch01,Chester,Emerson,1889,10,Chester Emerson
emeryca01,Cal,Emery,1937,6,Cal Emery
emerysp01,Spoke,Emery,1896,12,Spoke Emery
emigch01,Charlie,Emig,1875,4,Charlie Emig
emmerbo01,Bob,Emmerich,1891,8,Bob Emmerich
emmerfr01,Frank,Emmer,1896,2,Frank Emmer
emmersl01,William,Emmerich,1919,9,William Emmerich
emmetbu01,Buster,Emmett,,,Buster Emmett
emoryjo01,John,Emory,1886,1,John Emory
emslibo01,Bob,Emslie,1859,1,Bob Emslie
encaran01,Angelo,Encarnacion,1969,4,Angelo Encarnacion
encarch01,Christian,Encarnacion-Strand,1999,12,Christian Encarnacion-Strand
encared01,Edwin,Encarnacion,1983,1,Edwin Encarnacion
encarje01,Jerar,Encarnacion,1997,10,Jerar Encarnacion
encarju01,Juan,Encarnacion,1976,3,Juan Encarnacion
encarlu01,Luis,Encarnacion,1963,10,Luis Encarnacion
encarma01,Mario,Encarnacion,1975,9,Mario Encarnacion
endertr01,Trevor,Enders,1974,12,Trevor Enders
endicbi01,Bill,Endicott,1918,9,Bill Endicott
engelad01,Adam,Engel,1991,12,Adam Engel
engeljo01,Joe,Engel,1893,3,Joe Engel
engelst01,Steve,Engel,1961,12,Steve Engel
englach01,Charles,England,1921,9,Charles England
englech01,Charlie,Engle,1903,8,Charlie Engle
englecl01,Clyde,Engle,1884,3,Clyde Engle
engleda01,Dave,Engle,1956,11,Dave Engle
englema01,Mason,Englert,1999,11,Mason Englert
engleri01,Rick,Engle,1957,4,Rick Engle
engli01,,English,,, English
englich01,Charlie,English,1910,4,Charlie English
engligi01,Gil,English,1909,7,Gil English
englije01,Jesse,English,1984,9,Jesse English
englilo01,Louis,English,1902,2,Louis English
englitr01,Tristin,English,1997,5,Tristin English
engliwo01,Woody,English,1906,3,Woody English
ennisde01,Del,Ennis,1925,6,Del Ennis
ennisjo01,John,Ennis,1979,10,John Ennis
ennisru01,Russ,Ennis,1897,3,Russ Ennis
ennsdi01,Dietrich,Enns,1991,5,Dietrich Enns
enoch01,,Enoch,,, Enoch
enrigba01,Barry,Enright,1986,3,Barry Enright
enrigge01,George,Enright,1954,5,George Enright
enrigja01,Jack,Enright,1895,11,Jack Enright
enrigni01,Nic,Enright,1997,1,Nic Enright
ensbemo01,Morgan,Ensberg,1975,8,Morgan Ensberg
ensje01,Jewel,Ens,1889,8,Jewel Ens
ensmu01,Mutz,Ens,1887,2,Mutz Ens
entenlu01,Luis,Entenza,1904,,Luis Entenza
enwrich01,Charlie,Enwright,1887,10,Charlie Enwright
enyarte01,Terry,Enyart,1950,10,Terry Enyart
enzenja01,Jack,Enzenroth,1885,11,Jack Enzenroth
enzmajo01,Johnny,Enzmann,1890,3,Johnny Enzmann
eovalna01,Nathan,Eovaldi,1990,2,Nathan Eovaldi
epparji01,Jim,Eppard,1960,4,Jim Eppard
epperal01,Al,Epperly,1918,5,Al Epperly
eppleco01,Cody,Eppley,1985,10,Cody Eppley
eppsau01,Aubrey,Epps,1912,3,Aubrey Epps
eppsha01,Hal,Epps,1914,3,Hal Epps
epstemi01,Mike,Epstein,1943,4,Mike Epstein
erardgr01,Greg,Erardi,1954,5,Greg Erardi
erauted01,Eddie,Erautt,1924,9,Eddie Erautt
erautjo01,Joe,Erautt,1921,9,Joe Erautt
erceglu01,Lucas,Erceg,1995,5,Lucas Erceg
erdosto01,Todd,Erdos,1973,11,Todd Erdos
erickdo01,Don,Erickson,1931,12,Don Erickson
ericker01,Eric,Erickson,1892,3,Eric Erickson
erickha01,Hank,Erickson,1907,11,Hank Erickson
erickha02,Hal,Erickson,1919,7,Hal Erickson
erickjo01,John,Ericks,1967,9,John Ericks
erickma01,Matt,Erickson,1975,7,Matt Erickson
erickpa01,Paul,Erickson,1915,12,Paul Erickson
erickra01,Ralph,Erickson,1902,6,Ralph Erickson
erickro01,Roger,Erickson,1956,8,Roger Erickson
ericksc01,Scott,Erickson,1968,2,Scott Erickson
erlinro01,Robbie,Erlin,1990,10,Robbie Erlin
ermerca01,Cal,Ermer,1923,11,Cal Ermer
ernagfr01,Frank,Ernaga,1930,8,Frank Ernaga
erricdi01,Dick,Errickson,1912,3,Dick Errickson
erskica01,Carl,Erskine,1926,12,Carl Erskine
erstada01,Darin,Erstad,1974,6,Darin Erstad
ervinph01,Phil,Ervin,1992,7,Phil Ervin
erwinte01,Tex,Erwin,1885,12,Tex Erwin
esaskni01,Nick,Esasky,1960,2,Nick Esasky
escaled01,Edgmer,Escalona,1986,10,Edgmer Escalona
escalfe01,Felix,Escalona,1979,3,Felix Escalona
escalni01,Nino,Escalera,1929,11,Nino Escalera
escalse01,Sergio,Escalona,1984,8,Sergio Escalona
escarch01,Chico,Escarrega,1949,12,Chico Escarrega
escarjc01,J. C.,Escarra,1995,4,J. C. Escarra
escheji01,Jim,Eschen,1891,8,Jim Eschen
eschela01,Larry,Eschen,1920,9,Larry Eschen
eschja01,Jake,Esch,1990,3,Jake Esch
escobal01,Alex,Escobar,1978,9,Alex Escobar
escobal02,Alcides,Escobar,1986,12,Alcides Escobar
escoban01,Angel,Escobar,1965,5,Angel Escobar
escobed01,Eduardo,Escobar,1989,1,Eduardo Escobar
escobed02,Edwin,Escobar,1992,4,Edwin Escobar
escobjo01,Jose,Escobar,1960,10,Jose Escobar
escobke01,Kelvim,Escobar,1976,4,Kelvim Escobar
escoblu01,Luis,Escobar,1996,5,Luis Escobar
escobyu01,Yunel,Escobar,1982,11,Yunel Escobar
eshelto01,Thomas,Eshelman,1994,6,Thomas Eshelman
eshelva01,Vaughn,Eshelman,1969,5,Vaughn Eshelman
esmonji01,Jimmy,Esmond,1889,8,Jimmy Esmond
espadjo01,Jose,Espada,1997,2,Jose Espada
espadjo99,Joe,Espada,1975,8,Joe Espada
esperdu01,Duke,Esper,1867,7,Duke Esper
espinal01,Alvaro,Espinoza,1962,2,Alvaro Espinoza
espinan01,Anderson,Espinoza,1998,3,Anderson Espinoza
espinda01,Danny,Espinosa,1987,4,Danny Espinosa
espinge01,Geno,Espineli,1982,9,Geno Espineli
espinju01,Juan,Espino,1956,3,Juan Espino
espinni01,Nino,Espinosa,1953,8,Nino Espinosa
espinpa01,Paolo,Espino,1987,1,Paolo Espino
espinra01,Raynel,Espinal,1991,10,Raynel Espinal
espinsa01,Santiago,Espinal,1994,11,Santiago Espinal
esposbr01,Brian,Esposito,1979,2,Brian Esposito
esposmi01,Mike,Esposito,1981,9,Mike Esposito
espossa01,Sammy,Esposito,1931,12,Sammy Esposito
espyce01,Cecil,Espy,1963,1,Cecil Espy
essegch01,Chuck,Essegian,1931,8,Chuck Essegian
esserma01,Mark,Esser,1956,4,Mark Esser
essiaji01,Jim,Essian,1951,1,Jim Essian
essicbi01,Bill,Essick,1880,12,Bill Essick
estalbo01,Bobby,Estalella,1911,4,Bobby Estalella
estalbo02,Bobby,Estalella,1974,8,Bobby Estalella
esteldi01,Dick,Estelle,1942,1,Dick Estelle
esterdu01,Dude,Esterbrook,1857,6,Dude Esterbrook
estesjo01,Joey,Estes,2001,10,Joey Estes
estessh01,Shawn,Estes,1973,2,Shawn Estes
estevca01,Carlos,Estevez,1992,12,Carlos Estevez
estocge01,George,Estock,1924,11,George Estock
estrach01,Chuck,Estrada,1938,2,Chuck Estrada
estrafr01,Frank,Estrada,1948,2,Frank Estrada
estraho01,Horacio,Estrada,1975,10,Horacio Estrada
estraje01,Jeremiah,Estrada,1998,11,Jeremiah Estrada
estrajo01,Johnny,Estrada,1976,6,Johnny Estrada
estrala01,Lazaro,Estrada,1999,4,Lazaro Estrada
estrama01,Marco,Estrada,1983,7,Marco Estrada
estraos01,Oscar,Estrada,1902,2,Oscar Estrada
estrath01,Thairo,Estrada,1996,2,Thairo Estrada
estrele01,Leo,Estrella,1975,2,Leo Estrella
etchean01,Andy,Etchebarren,1943,6,Andy Etchebarren
etcheca01,Carlos,Etchegoyen,1903,,Carlos Etchegoyen
etchibu01,Buck,Etchison,1915,1,Buck Etchison
etherbo01,Bobby,Etheridge,1942,11,Bobby Etheridge
etherre01,Red Horse,Etheridge,,,Red Horse Etheridge
etherse01,Seth,Etherton,1976,10,Seth Etherton
ethiean01,Andre,Ethier,1982,4,Andre Ethier
ettenni01,Nick,Etten,1913,9,Nick Etten
ettlema01,Mark,Ettles,1966,10,Mark Ettles
eubanjo01,John,Eubank,1872,9,John Eubank
eubanue01,Uel,Eubanks,1903,2,Uel Eubanks
euellwi01,Wilmer,Euell,1895,10,Wilmer Euell
eufemfr01,Frank,Eufemia,1959,12,Frank Eufemia
eunicfr01,Ferd,Eunick,1892,4,Ferd Eunick
eusebto01,Tony,Eusebio,1967,4,Tony Eusebio
eustafr01,Frank,Eustace,1873,11,Frank Eustace
evans01,,Evans,,, Evans
evans02,,Evans,,, Evans
evansal01,Al,Evans,1916,9,Al Evans
evansal02,Alex,Evans,1895,10,Alex Evans
evansar01,Art,Evans,1911,8,Art Evans
evansba01,Barry,Evans,1955,11,Barry Evans
evansba02,Bart,Evans,1970,12,Bart Evans
evansbi01,Bill,Evans,1893,2,Bill Evans
evansbi02,Bill,Evans,1919,3,Bill Evans
evansbi03,Bill,Evans,1899,3,Bill Evans
evansbi99,Billy,Evans,1884,2,Billy Evans
evansbo01,Bob,Evans,1910,12,Bob Evans
evansch01,Chick,Evans,1889,10,Chick Evans
evansch02,Charles,Evans,,,Charles Evans
