age,age_sq,n_seasons,prev_AVG,prev_R,prev_H,prev_HR,prev_RBI,prev_2B,prev_SB,prev_BB,prev_OBP,prev_SLG,prev_PA,prev_G,prev_SO,wavg3_AVG,wavg3_R,wavg3_H,wavg3_HR,wavg3_RBI,wavg3_2B,wavg3_SB,wavg3_BB,wavg3_OBP,wavg3_SLG,career_AVG,career_R,career_H,career_HR,career_RBI,career_2B,career_SB,career_BB,career_OBP,career_SLG,trend_AVG,trend_R,trend_H,trend_HR,trend_RBI,trend_2B,trend_SB,trend_BB,trend_OBP,trend_SLG
23,529,1,0.264,93,159,45,110.0,28,7.0,41,0.311,0.535,653.0,154,125.0,0.264,93.0,159.0,45.0,110.0,28.0,7.0,41.0,0.311,0.535,0.264,93.0,159.0,45.0,110.0,28.0,7.0,41.0,0.311,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,576,1,0.223,24,51,6,21.0,10,2.0,29,0.319,0.345,263.0,67,72.0,0.223,24.0,51.0,6.0,21.0,10.0,2.0,29.0,0.319,0.345,0.223,24.0,51.0,6.0,21.0,10.0,2.0,29.0,0.319,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,676,1,0.218,25,47,6,20.0,6,3.0,17,0.274,0.338,234.0,87,80.0,0.218,25.0,47.0,6.0,20.0,6.0,3.0,17.0,0.274,0.338,0.218,25.0,47.0,6.0,20.0,6.0,3.0,17.0,0.274,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,841,1,0.3,30,73,11,32.0,11,3.0,20,0.358,0.481,268.0,82,59.0,0.3,30.0,73.0,11.0,32.0,11.0,3.0,20.0,0.358,0.481,0.3,30.0,73.0,11.0,32.0,11.0,3.0,20.0,0.358,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1089,7,0.259,35,89,12,46.0,14,1.0,23,0.324,0.404,386.0,114,65.0,0.2623333333333333,31.333333333333332,75.16666666666666,9.833333333333332,37.166666666666664,10.333333333333332,0.6666666666666666,22.333333333333332,0.3285,0.4018333333333333,0.2444285714285714,28.428571428571427,62.714285714285715,8.0,32.714285714285715,9.285714285714286,0.7142857142857143,24.571428571428573,0.31957142857142856,0.37300000000000005,-0.010000000000000009,5.0,23.0,4.0,16.0,6.0,1.0,0.0,-0.01200000000000001,-0.003999999999999948
28,784,5,0.203,17,44,6,20.0,9,3.0,21,0.278,0.336,241.0,83,54.0,0.20766666666666667,19.333333333333332,46.33333333333333,4.833333333333333,22.833333333333332,8.166666666666666,2.6666666666666665,22.166666666666664,0.2876666666666666,0.31583333333333335,0.2266,39.6,77.4,8.0,35.8,17.0,3.0,34.2,0.3084,0.3526,-0.005999999999999978,-2.0,-5.0,3.0,-5.0,2.0,1.0,-1.0,-0.008999999999999952,0.059
29,841,3,0.252,66,109,26,62.0,18,1.0,18,0.291,0.497,460.0,130,106.0,0.267,54.83333333333333,98.83333333333333,22.333333333333332,60.666666666666664,17.166666666666664,1.5,21.666666666666664,0.31716666666666665,0.5226666666666666,0.27133333333333337,53.333333333333336,100.0,21.333333333333332,61.0,17.0,2.3333333333333335,24.0,0.3253333333333333,0.5183333333333332,-0.03199999999999997,29.0,34.0,8.0,5.0,2.0,1.0,-4.0,-0.05399999999999999,-0.08999999999999997
26,676,3,0.259,107,146,31,84.0,32,32.0,67,0.343,0.541,642.0,143,153.0,0.254,113.16666666666666,145.16666666666666,27.0,79.33333333333333,28.333333333333332,36.666666666666664,67.33333333333333,0.33916666666666667,0.4975,0.25833333333333336,114.66666666666667,147.66666666666666,26.0,78.0,28.0,40.333333333333336,65.66666666666667,0.3423333333333333,0.4916666666666667,0.027999999999999997,-14.0,10.0,9.0,10.0,10.0,-3.0,-6.0,0.02100000000000002,0.11300000000000004
24,576,1,0.247,31,48,5,25.0,9,14.0,19,0.336,0.392,220.0,63,41.0,0.247,31.0,48.0,5.0,25.0,9.0,14.0,19.0,0.336,0.392,0.247,31.0,48.0,5.0,25.0,9.0,14.0,19.0,0.336,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1156,11,0.25,72,137,17,72.0,27,4.0,32,0.294,0.4,589.0,147,133.0,0.255,75.83333333333333,148.16666666666666,21.0,82.33333333333333,29.666666666666664,5.833333333333333,35.666666666666664,0.3025,0.423,0.2701818181818182,70.54545454545455,145.36363636363637,21.727272727272727,77.63636363636364,33.45454545454545,3.6363636363636362,36.0,0.3205454545454545,0.4716363636363637,-0.0040000000000000036,-8.0,-17.0,-6.0,-14.0,-3.0,-2.0,-9.0,-0.017000000000000015,-0.030999999999999972
29,841,5,0.226,58,91,11,33.0,17,10.0,40,0.313,0.366,454.0,120,111.0,0.23816666666666664,68.66666666666666,106.83333333333333,11.0,42.166666666666664,21.833333333333332,15.166666666666666,42.666666666666664,0.32333333333333336,0.3798333333333333,0.23820000000000002,62.0,100.0,9.8,39.2,19.8,15.0,32.6,0.30799999999999994,0.376,-0.02099999999999999,-31.0,-47.0,-1.0,-27.0,-14.0,-4.0,-11.0,-0.018000000000000016,-0.019000000000000017
33,1089,8,0.231,76,105,21,61.0,23,9.0,71,0.34,0.43,535.0,128,126.0,0.23783333333333334,81.66666666666666,120.16666666666666,22.333333333333332,65.5,31.0,10.166666666666668,67.16666666666666,0.33433333333333337,0.43999999999999995,0.23975,79.875,121.0,24.125,67.5,30.5,4.375,63.5,0.33087500000000003,0.45487500000000003,-0.015999999999999986,-22.0,-37.0,-6.0,-17.0,-16.0,-6.0,7.0,0.01200000000000001,-0.03300000000000003
28,784,5,0.242,75,112,31,80.0,15,31.0,58,0.332,0.481,531.0,130,148.0,0.248,70.5,118.66666666666666,26.666666666666664,72.83333333333333,16.5,32.5,51.0,0.32466666666666666,0.46199999999999997,0.25,61.6,102.6,21.2,60.4,15.6,25.6,38.4,0.3176,0.4668,-0.014000000000000012,1.0,-32.0,7.0,7.0,-6.0,-9.0,5.0,0.008000000000000007,0.044999999999999984
22,484,2,0.27,88,148,21,78.0,35,21.0,30,0.308,0.463,589.0,131,121.0,0.272,84.8,146.8,21.0,78.4,32.6,21.4,33.6,0.3156,0.46340000000000003,0.2725,84.0,146.5,21.0,78.5,32.0,21.5,34.5,0.3175,0.4635,-0.0050000000000000044,8.0,3.0,0.0,-1.0,6.0,-1.0,-9.0,-0.019000000000000017,-0.0010000000000000009
30,900,2,0.277,83,151,9,50.0,35,6.0,27,0.313,0.398,588.0,157,61.0,0.27140000000000003,69.0,136.2,10.2,50.400000000000006,29.4,8.4,20.6,0.3014,0.402,0.27,65.5,132.5,10.5,50.5,28.0,9.0,19.0,0.2985,0.403,0.014000000000000012,35.0,37.0,-3.0,-1.0,14.0,-6.0,16.0,0.029000000000000026,-0.009999999999999953
30,900,1,0.213,46,74,19,52.0,12,5.0,29,0.281,0.434,386.0,119,93.0,0.213,46.0,74.0,19.0,52.0,12.0,5.0,29.0,0.281,0.434,0.213,46.0,74.0,19.0,52.0,12.0,5.0,29.0,0.281,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,841,1,0.263,56,98,9,54.0,22,16.0,57,0.368,0.411,441.0,130,93.0,0.263,56.0,98.0,9.0,54.0,22.0,16.0,57.0,0.368,0.411,0.263,56.0,98.0,9.0,54.0,22.0,16.0,57.0,0.368,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1089,9,0.199,54,83,12,36.0,20,1.0,56,0.305,0.333,486.0,138,121.0,0.21833333333333332,55.33333333333333,92.33333333333333,15.166666666666666,49.666666666666664,21.333333333333332,1.1666666666666665,50.83333333333333,0.3111666666666667,0.3805,0.24755555555555553,59.77777777777778,98.55555555555556,18.88888888888889,58.888888888888886,20.88888888888889,2.5555555555555554,55.0,0.3456666666666667,0.44188888888888894,-0.03799999999999998,-2.0,-21.0,-8.0,-30.0,-7.0,1.0,14.0,-0.0040000000000000036,-0.11699999999999999
34,1156,10,0.257,70,126,20,80.0,31,5.0,44,0.344,0.447,562.0,135,142.0,0.25983333333333336,60.166666666666664,108.16666666666666,18.333333333333332,63.166666666666664,25.666666666666664,4.833333333333333,45.5,0.3583333333333333,0.45733333333333337,0.25850000000000006,52.6,95.4,17.2,54.8,20.8,3.7,41.9,0.3534,0.46030000000000004,-0.0050000000000000044,22.0,47.0,5.0,44.0,14.0,1.0,-1.0,-0.03600000000000003,-0.02100000000000002
29,841,4,0.26,89,147,17,76.0,28,6.0,84,0.355,0.399,659.0,150,120.0,0.27183333333333337,91.83333333333333,155.16666666666666,19.0,81.66666666666666,32.666666666666664,7.0,78.5,0.3603333333333333,0.431,0.277,81.25,140.75,19.25,72.75,29.25,5.75,66.0,0.36024999999999996,0.457,-0.02100000000000002,-10.0,-20.0,-6.0,-16.0,-9.0,-3.0,6.0,-0.010000000000000009,-0.067
32,1024,11,0.276,63,148,13,52.0,29,0.0,45,0.332,0.402,584.0,144,113.0,0.2796666666666667,59.83333333333333,126.66666666666666,14.166666666666666,54.83333333333333,26.0,0.0,45.666666666666664,0.3473333333333333,0.43983333333333335,0.276,62.36363636363637,118.0,18.181818181818183,65.81818181818181,24.0,3.0,50.18181818181818,0.3516363636363636,0.4671818181818183,-0.033999999999999975,8.0,49.0,-1.0,-2.0,9.0,0.0,5.0,-0.055999999999999994,-0.11499999999999999
26,676,2,0.196,36,64,16,40.0,14,14.0,27,0.269,0.385,360.0,92,128.0,0.21439999999999998,52.4,86.80000000000001,19.200000000000003,51.6,18.0,12.0,37.0,0.28980000000000006,0.4098,0.219,56.5,92.5,20.0,54.5,19.0,11.5,39.5,0.29500000000000004,0.41600000000000004,-0.045999999999999985,-41.0,-57.0,-8.0,-29.0,-10.0,5.0,-25.0,-0.05199999999999999,-0.062
31,961,7,0.265,69,151,12,58.0,24,8.0,74,0.352,0.37,654.0,157,122.0,0.24416666666666667,68.5,125.5,12.166666666666666,52.166666666666664,23.166666666666664,6.0,70.0,0.3406666666666667,0.365,0.24714285714285714,62.857142857142854,113.85714285714286,9.142857142857142,46.57142857142857,23.428571428571427,4.571428571428571,58.857142857142854,0.33742857142857136,0.3642857142857143,0.063,14.0,72.0,3.0,21.0,8.0,3.0,22.0,0.04799999999999999,0.04899999999999999
24,576,1,0.208,43,61,10,27.0,8,17.0,24,0.28,0.352,322.0,85,76.0,0.208,43.0,61.0,10.0,27.0,8.0,17.0,24.0,0.28,0.352,0.208,43.0,61.0,10.0,27.0,8.0,17.0,24.0,0.28,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1024,5,0.246,61,103,11,59.0,20,3.0,69,0.367,0.377,514.0,135,107.0,0.2415,63.5,115.33333333333333,12.833333333333332,65.16666666666666,23.666666666666664,4.166666666666666,62.5,0.3435,0.3815,0.24420000000000003,73.8,127.6,15.2,69.8,27.2,4.2,60.2,0.335,0.3990000000000001,0.0050000000000000044,-11.0,-36.0,-6.0,-24.0,-9.0,-2.0,8.0,0.04299999999999998,-0.013000000000000012
24,576,2,0.247,91,146,31,95.0,37,35.0,29,0.287,0.481,647.0,157,155.0,0.243,73.0,122.8,22.599999999999998,75.8,27.4,31.8,25.799999999999997,0.28659999999999997,0.4422,0.242,68.5,117.0,20.5,71.0,25.0,31.0,25.0,0.2865,0.4325,0.010000000000000009,45.0,58.0,21.0,48.0,24.0,8.0,8.0,0.0010000000000000009,0.09699999999999998
28,784,3,0.2,62,94,20,61.0,18,38.0,64,0.298,0.378,544.0,135,174.0,0.22516666666666665,62.5,106.5,19.833333333333332,64.83333333333333,22.5,28.0,53.666666666666664,0.306,0.4136666666666667,0.23066666666666666,59.666666666666664,103.66666666666667,19.333333333333332,63.666666666666664,21.666666666666668,23.333333333333332,47.666666666666664,0.3053333333333333,0.4256666666666667,-0.059,-10.0,-46.0,-1.0,-15.0,-16.0,16.0,13.0,-0.026000000000000023,-0.07100000000000001
37,1369,9,0.197,16,42,6,21.0,13,0.0,13,0.255,0.343,231.0,69,74.0,0.21533333333333332,26.5,55.33333333333333,9.833333333333332,33.0,14.0,0.3333333333333333,18.0,0.27616666666666667,0.383,0.23977777777777776,35.333333333333336,69.55555555555556,11.666666666666666,41.77777777777778,15.222222222222221,0.1111111111111111,21.22222222222222,0.30000000000000004,0.41333333333333333,-0.04099999999999998,-24.0,-31.0,-9.0,-27.0,-3.0,-1.0,-11.0,-0.046999999999999986,-0.09299999999999997
27,729,2,0.167,25,42,7,22.0,7,2.0,18,0.234,0.278,281.0,87,76.0,0.1854,25.8,44.400000000000006,7.0,22.8,8.2,2.4000000000000004,20.799999999999997,0.2612,0.30720000000000003,0.19,26.0,45.0,7.0,23.0,8.5,2.5,21.5,0.268,0.3145,-0.045999999999999985,-2.0,-6.0,0.0,-2.0,-3.0,-1.0,-7.0,-0.06799999999999998,-0.07299999999999995
33,1089,8,0.228,18,44,6,23.0,10,4.0,11,0.269,0.373,208.0,57,70.0,0.22416666666666668,33.83333333333333,68.5,13.333333333333332,36.5,12.833333333333332,3.333333333333333,16.666666666666664,0.2695,0.38799999999999996,0.221875,49.5,85.625,17.875,49.75,17.625,3.5,28.75,0.28600000000000003,0.405,0.0010000000000000009,-36.0,-57.0,-18.0,-33.0,-7.0,2.0,-12.0,-0.007000000000000006,-0.05399999999999999
24,576,3,0.264,102,166,22,86.0,31,37.0,67,0.336,0.44,699.0,162,181.0,0.2575,97.16666666666666,151.5,21.5,75.66666666666666,30.0,46.666666666666664,62.33333333333333,0.331,0.4453333333333333,0.25266666666666665,91.33333333333333,139.0,20.0,68.66666666666667,27.333333333333332,46.333333333333336,57.0,0.325,0.4403333333333333,0.0050000000000000044,-3.0,6.0,-3.0,10.0,-5.0,-30.0,-2.0,-0.0030000000000000027,-0.030999999999999972
30,900,9,0.252,99,153,35,109.0,33,1.0,112,0.372,0.479,729.0,163,192.0,0.26183333333333336,93.5,150.33333333333331,32.33333333333333,98.83333333333333,33.5,2.333333333333333,88.66666666666666,0.3625,0.4948333333333333,0.2741111111111111,79.44444444444444,135.0,26.11111111111111,83.0,32.0,3.6666666666666665,52.22222222222222,0.34377777777777774,0.5007777777777779,-0.020000000000000018,12.0,10.0,7.0,26.0,-1.0,-2.0,45.0,0.018000000000000016,-0.03700000000000003
36,1296,8,0.204,34,52,9,29.0,7,0.0,21,0.27,0.337,283.0,106,74.0,0.23483333333333334,34.0,76.33333333333333,8.833333333333332,39.5,14.333333333333332,0.16666666666666666,22.833333333333332,0.29200000000000004,0.364,0.245,34.0,77.25,8.625,39.5,16.0,0.25,23.125,0.29874999999999996,0.379125,-0.061000000000000026,7.0,-34.0,3.0,-10.0,-13.0,0.0,1.0,-0.04299999999999998,-0.044999999999999984
35,1225,6,0.3,79,175,25,83.0,29,3.0,57,0.366,0.482,651.0,150,92.0,0.29866666666666664,73.66666666666666,169.0,20.833333333333332,76.16666666666666,30.666666666666664,1.5,56.0,0.365,0.46599999999999997,0.2883333333333334,69.16666666666667,141.16666666666666,16.166666666666668,64.16666666666667,28.0,1.5,59.0,0.3685,0.4506666666666666,0.01899999999999996,24.0,17.0,11.0,18.0,-2.0,3.0,7.0,0.024999999999999967,0.068
28,784,3,0.256,56,139,20,70.0,25,1.0,20,0.284,0.417,567.0,143,95.0,0.2746666666666666,59.83333333333333,144.5,19.166666666666664,73.0,25.833333333333332,1.1666666666666665,19.833333333333336,0.30166666666666664,0.44516666666666665,0.27899999999999997,59.0,138.0,19.666666666666668,71.33333333333333,25.333333333333332,1.0,18.333333333333332,0.3056666666666667,0.4653333333333334,-0.04299999999999998,-14.0,-36.0,4.0,-14.0,-4.0,-1.0,-4.0,-0.041000000000000036,-0.02400000000000002
28,784,1,0.278,54,121,13,57.0,21,0.0,23,0.327,0.425,468.0,126,110.0,0.278,54.0,121.0,13.0,57.0,21.0,0.0,23.0,0.327,0.425,0.278,54.0,121.0,13.0,57.0,21.0,0.0,23.0,0.327,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,529,1,0.257,58,98,10,47.0,18,23.0,41,0.331,0.388,429.0,123,115.0,0.257,58.0,98.0,10.0,47.0,18.0,23.0,41.0,0.331,0.388,0.257,58.0,98.0,10.0,47.0,18.0,23.0,41.0,0.331,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,841,4,0.287,64,132,10,50.0,32,3.0,42,0.353,0.422,515.0,118,67.0,0.2835,61.666666666666664,135.83333333333331,11.5,55.0,29.0,4.0,42.166666666666664,0.35133333333333333,0.42033333333333334,0.2825,60.25,124.5,10.0,50.5,24.25,3.75,45.5,0.3635,0.41,0.008999999999999952,-1.0,-31.0,-4.0,-23.0,-2.0,-2.0,-5.0,0.010999999999999954,0.0050000000000000044
28,784,3,0.233,57,117,15,57.0,23,18.0,30,0.274,0.376,538.0,138,138.0,0.237,63.83333333333333,119.0,16.833333333333332,60.5,22.166666666666664,22.666666666666664,34.0,0.2843333333333333,0.39383333333333337,0.232,62.333333333333336,113.0,16.0,59.0,21.0,23.333333333333332,32.666666666666664,0.2803333333333333,0.38833333333333336,-0.026999999999999996,-25.0,-24.0,-8.0,-15.0,-1.0,-12.0,-16.0,-0.04299999999999998,-0.07
32,1024,4,0.241,43,89,7,33.0,21,3.0,24,0.289,0.355,398.0,133,42.0,0.2565,49.166666666666664,102.16666666666666,6.5,39.83333333333333,23.166666666666664,3.6666666666666665,20.5,0.29466666666666663,0.3663333333333333,0.2505,48.75,94.75,6.5,37.5,20.25,3.75,18.0,0.2865,0.36,-0.028000000000000025,-2.0,-19.0,3.0,-14.0,-4.0,0.0,8.0,-0.007000000000000006,-0.006000000000000005
27,729,4,0.224,16,46,0,14.0,14,11.0,8,0.266,0.293,219.0,90,55.0,0.24,25.833333333333332,63.666666666666664,3.333333333333333,21.333333333333332,14.333333333333332,7.166666666666666,12.5,0.28300000000000003,0.32733333333333337,0.2455,30.5,68.25,5.5,26.25,14.25,6.0,14.25,0.28875,0.3555,-0.021999999999999992,-10.0,-20.0,-3.0,-6.0,3.0,10.0,-6.0,-0.021999999999999964,-0.028000000000000025
30,900,4,0.256,86,159,16,84.0,41,24.0,60,0.332,0.442,696.0,157,169.0,0.27216666666666667,87.66666666666666,159.5,16.333333333333336,73.66666666666666,42.166666666666664,27.333333333333332,52.0,0.33766666666666667,0.46533333333333327,0.26425,66.5,123.25,12.0,54.0,34.25,22.25,38.0,0.32575000000000004,0.44475,-0.02899999999999997,-25.0,-32.0,-5.0,9.0,-7.0,-10.0,6.0,-0.010000000000000009,-0.04999999999999999
26,676,1,0.256,60,114,11,53.0,25,18.0,30,0.334,0.387,506.0,136,50.0,0.256,60.0,114.0,11.0,53.0,25.0,18.0,30.0,0.334,0.387,0.256,60.0,114.0,11.0,53.0,25.0,18.0,30.0,0.334,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,961,6,0.225,49,78,13,49.0,13,3.0,19,0.274,0.382,377.0,97,61.0,0.23933333333333334,63.33333333333333,104.16666666666666,13.0,49.666666666666664,20.0,15.833333333333332,28.833333333333332,0.29333333333333333,0.39066666666666666,0.259,65.33333333333333,111.33333333333333,11.0,45.166666666666664,22.333333333333332,18.166666666666668,28.333333333333332,0.31333333333333335,0.40599999999999997,-0.022999999999999993,-20.0,-41.0,0.0,2.0,-12.0,-24.0,-16.0,-0.032999999999999974,-0.017000000000000015
27,729,2,0.283,75,159,3,43.0,20,27.0,49,0.343,0.353,619.0,139,88.0,0.301,60.6,130.2,2.1999999999999997,36.2,16.8,28.6,42.6,0.36460000000000004,0.381,0.3055,57.0,123.0,2.0,34.5,16.0,29.0,41.0,0.37,0.388,-0.04500000000000004,36.0,72.0,2.0,17.0,8.0,-4.0,16.0,-0.05399999999999999,-0.07
32,1024,5,0.243,25,73,0,16.0,12,2.0,21,0.292,0.282,328.0,114,38.0,0.24483333333333332,28.166666666666664,75.33333333333333,3.3333333333333335,27.166666666666664,12.333333333333332,5.0,21.5,0.296,0.3155,0.263,34.0,81.4,4.0,30.8,15.2,5.4,24.2,0.319,0.3496,-0.0030000000000000027,-7.0,-15.0,-9.0,-29.0,0.0,-9.0,-3.0,-0.0030000000000000027,-0.07400000000000001
36,1296,5,0.227,24,63,8,31.0,14,0.0,17,0.28,0.365,300.0,97,66.0,0.22749999999999998,28.833333333333332,61.166666666666664,7.5,31.5,13.666666666666666,1.3333333333333333,18.666666666666664,0.2905,0.36816666666666664,0.24300000000000002,43.4,91.2,10.8,48.6,17.6,2.2,22.8,0.30419999999999997,0.3856,0.013000000000000012,-2.0,17.0,3.0,6.0,1.0,-3.0,-2.0,-0.012999999999999956,0.01200000000000001
31,961,3,0.251,32,80,5,26.0,13,1.0,19,0.297,0.339,347.0,109,65.0,0.26266666666666666,33.666666666666664,80.83333333333333,6.0,30.333333333333332,12.833333333333332,1.1666666666666665,19.333333333333332,0.30833333333333335,0.36833333333333335,0.26766666666666666,32.666666666666664,77.66666666666667,6.666666666666667,31.333333333333332,12.333333333333334,1.0,18.333333333333332,0.31233333333333335,0.38866666666666666,-0.020000000000000018,-8.0,-12.0,-1.0,-10.0,-1.0,-1.0,-4.0,-0.02200000000000002,-0.02699999999999997
29,841,2,0.217,19,47,4,14.0,10,9.0,17,0.278,0.327,243.0,72,70.0,0.2422,32.6,63.400000000000006,8.4,22.0,13.600000000000001,12.2,19.0,0.3004,0.395,0.2485,36.0,67.5,9.5,24.0,14.5,13.0,19.5,0.30600000000000005,0.41200000000000003,-0.06300000000000003,-34.0,-41.0,-11.0,-20.0,-9.0,-8.0,-5.0,-0.055999999999999994,-0.16999999999999998
35,1225,11,0.241,44,101,16,71.0,10,1.0,34,0.307,0.379,463.0,125,88.0,0.2365,36.83333333333333,84.33333333333333,13.166666666666666,54.166666666666664,12.666666666666666,0.5,30.5,0.305,0.3803333333333333,0.26136363636363635,43.81818181818182,92.9090909090909,14.727272727272727,51.0,17.727272727272727,0.45454545454545453,28.272727272727273,0.31872727272727275,0.4391818181818181,0.035,25.0,57.0,12.0,45.0,-2.0,1.0,14.0,0.02999999999999997,0.061
30,900,4,0.229,19,50,5,21.0,9,1.0,14,0.296,0.349,242.0,97,47.0,0.22416666666666668,24.333333333333332,58.33333333333333,4.833333333333333,24.5,11.5,1.1666666666666665,13.5,0.278,0.3303333333333333,0.2225,30.25,57.5,6.0,25.0,10.25,2.5,15.0,0.28025,0.3395,0.0020000000000000018,-9.0,-20.0,1.0,-8.0,-7.0,1.0,3.0,0.03699999999999998,0.030999999999999972
31,961,5,0.241,31,46,6,23.0,9,4.0,25,0.332,0.382,217.0,76,49.0,0.2555,37.0,69.66666666666666,7.166666666666666,31.0,13.833333333333332,12.166666666666666,27.333333333333332,0.3325,0.39349999999999996,0.2486,35.2,66.0,9.4,35.6,12.4,11.8,32.0,0.33940000000000003,0.4096,-0.03600000000000003,-13.0,-51.0,1.0,-3.0,-10.0,-16.0,-1.0,0.0020000000000000018,-0.0040000000000000036
32,1024,6,0.257,50,114,7,52.0,25,1.0,22,0.32,0.36,490.0,138,83.0,0.24816666666666667,53.5,118.83333333333333,9.833333333333332,52.666666666666664,25.833333333333332,1.0,30.833333333333332,0.3178333333333333,0.36266666666666664,0.25666666666666665,57.5,122.16666666666667,12.833333333333334,56.833333333333336,24.666666666666668,0.5,32.166666666666664,0.327,0.39566666666666667,0.022999999999999993,4.0,2.0,-6.0,1.0,1.0,0.0,-16.0,0.015000000000000013,-0.0050000000000000044
35,1225,9,0.267,43,112,7,44.0,20,8.0,26,0.319,0.365,459.0,134,81.0,0.24083333333333334,43.0,90.16666666666666,7.0,39.33333333333333,16.833333333333332,6.833333333333333,25.666666666666664,0.3035,0.3465,0.25699999999999995,54.44444444444444,107.88888888888889,7.222222222222222,41.333333333333336,21.333333333333332,6.555555555555555,32.888888888888886,0.32099999999999995,0.37922222222222224,0.065,8.0,59.0,3.0,22.0,10.0,5.0,4.0,0.03700000000000003,0.07100000000000001
37,1369,11,0.295,81,164,24,90.0,39,6.0,60,0.367,0.502,627.0,147,128.0,0.29666666666666663,89.33333333333333,168.16666666666666,24.166666666666664,91.66666666666666,41.0,9.833333333333332,68.0,0.37783333333333335,0.5041666666666667,0.30572727272727274,94.18181818181819,161.36363636363637,25.545454545454547,87.63636363636364,37.36363636363637,8.545454545454545,72.45454545454545,0.397,0.5344545454545455,0.013000000000000012,0.0,11.0,2.0,1.0,4.0,-3.0,-18.0,-0.01100000000000001,0.026000000000000023
27,729,2,0.281,50,106,2,31.0,20,18.0,34,0.354,0.361,428.0,110,51.0,0.2522,49.2,91.19999999999999,4.0,31.4,17.6,15.2,31.6,0.3344,0.345,0.245,49.0,87.5,4.5,31.5,17.0,14.5,31.0,0.3295,0.34099999999999997,0.07200000000000004,2.0,37.0,-5.0,-1.0,6.0,7.0,6.0,0.04899999999999999,0.03999999999999998
26,676,3,0.288,76,152,12,63.0,20,19.0,47,0.351,0.405,590.0,142,80.0,0.2713333333333333,64.83333333333333,124.83333333333334,7.166666666666666,46.166666666666664,18.833333333333332,16.666666666666664,41.166666666666664,0.33899999999999997,0.3726666666666667,0.2643333333333333,57.0,107.33333333333333,5.666666666666667,39.666666666666664,17.0,14.666666666666666,38.0,0.3373333333333333,0.36366666666666664,0.02899999999999997,10.0,29.0,10.0,31.0,-2.0,1.0,8.0,0.030999999999999972,0.07
31,961,4,0.261,82,151,14,53.0,22,12.0,81,0.364,0.378,685.0,152,115.0,0.25233333333333335,64.83333333333333,120.5,14.333333333333332,55.83333333333333,16.333333333333332,13.5,57.0,0.344,0.39349999999999996,0.2515,55.75,102.0,13.25,49.75,14.75,13.75,43.5,0.33499999999999996,0.41525,0.035,47.0,84.0,1.0,-2.0,17.0,3.0,55.0,0.05399999999999999,-0.0020000000000000018
33,1089,5,0.227,58,115,19,75.0,28,13.0,28,0.271,0.394,547.0,135,135.0,0.22899999999999998,69.66666666666666,123.5,24.333333333333332,83.66666666666666,27.833333333333332,11.666666666666666,39.83333333333333,0.2848333333333333,0.41500000000000004,0.2378,79.8,134.6,28.2,91.6,28.8,14.8,42.0,0.29379999999999995,0.4424,0.0030000000000000027,-10.0,-15.0,-6.0,-10.0,1.0,2.0,-17.0,-0.012999999999999956,-0.006000000000000005
26,676,5,0.252,67,123,16,66.0,28,14.0,27,0.289,0.412,526.0,139,84.0,0.2643333333333333,63.0,128.33333333333331,15.5,64.66666666666666,25.333333333333332,15.833333333333332,27.0,0.3011666666666667,0.4181666666666667,0.26339999999999997,48.8,107.8,11.2,50.6,22.4,9.6,20.6,0.2962,0.41200000000000003,-0.02999999999999997,9.0,-18.0,-2.0,-4.0,3.0,-8.0,0.0,-0.029000000000000026,-0.03200000000000003
26,676,3,0.286,81,170,16,74.0,39,23.0,62,0.351,0.449,666.0,160,84.0,0.2653333333333333,78.33333333333333,150.33333333333331,11.0,64.66666666666666,31.833333333333332,27.666666666666664,51.33333333333333,0.323,0.39483333333333337,0.26299999999999996,74.66666666666667,143.0,9.0,60.666666666666664,28.666666666666668,27.666666666666668,47.333333333333336,0.31833333333333336,0.37966666666666665,0.054999999999999966,-3.0,37.0,9.0,16.0,12.0,-14.0,20.0,0.06999999999999995,0.11699999999999999
