age,age_sq,n_seasons,prev_AVG,prev_R,prev_H,prev_HR,prev_RBI,prev_2B,prev_SB,prev_BB,prev_OBP,prev_SLG,prev_PA,prev_G,prev_SO,wavg3_AVG,wavg3_R,wavg3_H,wavg3_HR,wavg3_RBI,wavg3_2B,wavg3_SB,wavg3_BB,wavg3_OBP,wavg3_SLG,career_AVG,career_R,career_H,career_HR,career_RBI,career_2B,career_SB,career_BB,career_OBP,career_SLG,trend_AVG,trend_R,trend_H,trend_HR,trend_RBI,trend_2B,trend_SB,trend_BB,trend_OBP,trend_SLG,target_AVG
27,729,4,0.296,122,164,41,112.0,37,5.0,119,0.423,0.592,690.0,156,83.0,0.29066666666666663,110.66666666666666,165.0,34.0,102.16666666666666,42.0,8.666666666666666,100.66666666666666,0.40149999999999997,0.5525,0.28250000000000003,86.5,136.25,24.75,80.0,35.0,8.5,71.25,0.37050000000000005,0.51925,0.010000000000000009,17.0,-6.0,10.0,9.0,-14.0,-5.0,23.0,0.02899999999999997,0.05999999999999994,0.27
28,784,5,0.27,54,94,12,55.0,17,1.0,44,0.355,0.422,400.0,91,53.0,0.2813333333333333,85.16666666666666,130.0,24.833333333333332,82.0,29.333333333333332,3.833333333333333,77.66666666666666,0.38416666666666666,0.497,0.28,80.0,127.8,22.2,75.0,31.4,7.0,65.8,0.36740000000000006,0.4998,-0.025999999999999968,-68.0,-70.0,-29.0,-57.0,-20.0,-4.0,-75.0,-0.068,-0.16999999999999998,0.259
29,841,6,0.259,93,142,23,93.0,38,1.0,87,0.366,0.454,656.0,155,77.0,0.2688333333333333,84.83333333333333,129.66666666666666,22.333333333333332,83.5,30.833333333333332,1.6666666666666665,78.0,0.3718333333333333,0.4663333333333333,0.2765,82.16666666666667,130.16666666666666,22.333333333333332,78.0,32.5,6.0,69.33333333333333,0.3671666666666667,0.4921666666666667,-0.01100000000000001,39.0,48.0,11.0,38.0,21.0,0.0,43.0,0.01100000000000001,0.03200000000000003,0.262
30,900,7,0.262,103,163,25,98.0,28,3.0,92,0.363,0.441,724.0,161,87.0,0.2623333333333333,91.5,144.5,22.166666666666664,89.16666666666666,29.5,2.0,82.33333333333334,0.36266666666666664,0.44216666666666665,0.27442857142857147,85.14285714285714,134.85714285714286,22.714285714285715,80.85714285714286,31.857142857142858,5.571428571428571,72.57142857142857,0.3665714285714286,0.4848571428571429,0.0030000000000000027,10.0,21.0,2.0,5.0,-10.0,2.0,5.0,-0.0030000000000000027,-0.013000000000000012,0.26
31,961,8,0.26,79,151,26,75.0,30,3.0,44,0.315,0.453,634.0,145,86.0,0.2605,89.33333333333333,153.5,25.166666666666664,85.66666666666666,30.666666666666664,2.666666666666667,67.16666666666666,0.3395,0.44916666666666666,0.272625,84.375,136.875,23.125,80.125,31.625,5.25,69.0,0.36012500000000003,0.480875,-0.0020000000000000018,-24.0,-12.0,1.0,-23.0,2.0,0.0,-48.0,-0.04799999999999999,0.01200000000000001,0.273
26,676,1,0.266,41,115,5,41.0,24,13.0,16,0.299,0.356,455.0,138,57.0,0.266,41.0,115.0,5.0,41.0,24.0,13.0,16.0,0.299,0.356,0.266,41.0,115.0,5.0,41.0,24.0,13.0,16.0,0.299,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264
25,625,1,0.199,31,76,11,42.0,10,2.0,17,0.24,0.338,405.0,109,120.0,0.199,31.0,76.0,11.0,42.0,10.0,2.0,17.0,0.24,0.338,0.199,31.0,76.0,11.0,42.0,10.0,2.0,17.0,0.24,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173
27,729,2,0.173,15,39,0,15.0,9,1.0,13,0.236,0.221,248.0,75,74.0,0.1834,21.4,53.8,4.4,25.8,9.399999999999999,1.4,14.600000000000001,0.23759999999999998,0.26780000000000004,0.186,23.0,57.5,5.5,28.5,9.5,1.5,15.0,0.238,0.2795,-0.026000000000000023,-16.0,-37.0,-11.0,-27.0,-1.0,-1.0,-4.0,-0.0040000000000000036,-0.11700000000000002,0.226
30,900,1,0.214,43,60,20,48.0,13,4.0,23,0.274,0.48,307.0,111,89.0,0.214,43.0,60.0,20.0,48.0,13.0,4.0,23.0,0.274,0.48,0.214,43.0,60.0,20.0,48.0,13.0,4.0,23.0,0.274,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
31,961,2,0.23,55,115,25,73.0,26,11.0,51,0.305,0.444,555.0,150,146.0,0.22360000000000002,50.2,93.0,23.0,63.0,20.8,8.2,39.8,0.2926,0.4584,0.222,49.0,87.5,22.5,60.5,19.5,7.5,37.0,0.2895,0.46199999999999997,0.016000000000000014,12.0,55.0,5.0,25.0,13.0,7.0,28.0,0.030999999999999972,-0.035999999999999976,0.222
32,1024,3,0.222,33,76,14,52.0,19,3.0,30,0.286,0.405,378.0,112,101.0,0.22333333333333333,42.0,86.33333333333333,18.666666666666664,58.33333333333333,20.333333333333332,5.833333333333333,35.83333333333333,0.29033333333333333,0.4305,0.222,43.666666666666664,83.66666666666667,19.666666666666668,57.666666666666664,19.333333333333332,6.0,34.666666666666664,0.28833333333333333,0.443,-0.008000000000000007,-22.0,-39.0,-11.0,-21.0,-7.0,-8.0,-21.0,-0.019000000000000017,-0.03899999999999998,0.231
27,729,1,0.242,28,50,9,19.0,10,23.0,36,0.354,0.43,244.0,75,88.0,0.242,28.0,50.0,9.0,19.0,10.0,23.0,36.0,0.354,0.43,0.242,28.0,50.0,9.0,19.0,10.0,23.0,36.0,0.354,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
29,841,2,0.22,66,91,20,49.0,15,21.0,40,0.299,0.42,463.0,143,175.0,0.2288,50.800000000000004,74.6,15.6,37.0,13.0,21.8,38.4,0.32099999999999995,0.42400000000000004,0.23099999999999998,47.0,70.5,14.5,34.0,12.5,22.0,38.0,0.3265,0.425,-0.021999999999999992,38.0,41.0,11.0,30.0,5.0,-2.0,4.0,-0.05499999999999999,-0.010000000000000009,0.167
29,841,1,0.226,72,131,26,87.0,35,9.0,58,0.294,0.434,649.0,157,145.0,0.226,72.0,131.0,26.0,87.0,35.0,9.0,58.0,0.294,0.434,0.226,72.0,131.0,26.0,87.0,35.0,9.0,58.0,0.294,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
30,900,2,0.25,74,135,33,99.0,27,4.0,44,0.309,0.506,589.0,147,126.0,0.2404,73.2,133.4,30.200000000000003,94.2,30.2,6.0,49.6,0.303,0.47719999999999996,0.238,73.0,133.0,29.5,93.0,31.0,6.5,51.0,0.3015,0.47,0.023999999999999994,2.0,4.0,7.0,12.0,-8.0,-5.0,-14.0,0.015000000000000013,0.07200000000000001,0.254
31,961,3,0.254,82,141,36,101.0,29,1.0,57,0.324,0.508,617.0,146,139.0,0.248,77.66666666666666,137.33333333333331,33.33333333333333,98.0,29.333333333333332,3.333333333333333,52.83333333333333,0.314,0.495,0.24333333333333332,76.0,135.66666666666666,31.666666666666668,95.66666666666667,30.333333333333332,4.666666666666667,53.0,0.309,0.48266666666666663,0.0040000000000000036,8.0,6.0,3.0,2.0,2.0,-3.0,13.0,0.015000000000000013,0.0020000000000000018,0.223
32,1024,4,0.223,31,71,9,37.0,18,2.0,41,0.31,0.37,361.0,94,75.0,0.23783333333333334,55.166666666666664,105.0,22.0,68.66666666666666,23.166666666666664,2.0,46.83333333333333,0.3145,0.43866666666666665,0.23825,64.75,119.5,26.0,81.0,27.25,4.0,50.0,0.30925,0.4545,-0.031,-51.0,-70.0,-27.0,-64.0,-11.0,1.0,-16.0,-0.014000000000000012,-0.138,0.216
24,576,1,0.275,87,154,26,99.0,31,13.0,77,0.369,0.488,650.0,151,199.0,0.275,87.0,154.0,26.0,99.0,31.0,13.0,77.0,0.369,0.488,0.275,87.0,154.0,26.0,99.0,31.0,13.0,77.0,0.369,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292
25,625,2,0.292,121,176,39,102.0,35,8.0,75,0.385,0.554,699.0,155,154.0,0.2852,107.4,167.2,33.8,100.8,33.4,10.0,75.8,0.3786,0.5276000000000001,0.2835,104.0,165.0,32.5,100.5,33.0,10.5,76.0,0.377,0.521,0.01699999999999996,34.0,22.0,13.0,3.0,4.0,-5.0,-2.0,0.016000000000000014,0.06600000000000006,0.295
26,676,3,0.295,111,162,29,73.0,38,7.0,95,0.409,0.537,665.0,151,128.0,0.29066666666666663,110.33333333333333,165.33333333333331,31.833333333333332,87.0,35.83333333333333,8.333333333333332,85.33333333333333,0.3943333333333333,0.5345,0.2873333333333333,106.33333333333333,164.0,31.333333333333332,91.33333333333333,34.666666666666664,9.333333333333334,82.33333333333333,0.38766666666666666,0.5263333333333334,0.0030000000000000027,-10.0,-14.0,-10.0,-29.0,3.0,-1.0,20.0,0.023999999999999966,-0.017000000000000015,0.272
27,729,4,0.272,59,106,13,52.0,28,2.0,48,0.374,0.46,457.0,102,107.0,0.28300000000000003,86.66666666666666,136.33333333333331,22.666666666666664,67.33333333333333,32.5,4.666666666666666,68.16666666666666,0.38749999999999996,0.5013333333333333,0.2835,94.5,149.5,26.75,81.5,33.0,7.5,73.75,0.38425,0.50975,-0.022999999999999965,-52.0,-56.0,-16.0,-21.0,-10.0,-5.0,-47.0,-0.034999999999999976,-0.07700000000000001,0.282
29,841,5,0.282,108,153,31,77.0,35,4.0,74,0.382,0.521,634.0,147,145.0,0.2808333333333333,92.16666666666666,138.83333333333331,24.666666666666664,68.0,33.166666666666664,3.833333333333333,68.83333333333333,0.3838333333333333,0.5033333333333333,0.2832,97.2,150.2,27.6,80.6,33.4,6.8,73.8,0.38380000000000003,0.512,0.009999999999999953,49.0,47.0,18.0,25.0,7.0,2.0,26.0,0.008000000000000007,0.061,0.265
31,961,6,0.265,86,136,25,73.0,32,10.0,62,0.353,0.481,586.0,144,135.0,0.2718333333333333,88.83333333333333,136.66666666666666,25.0,70.83333333333333,32.33333333333333,6.666666666666666,63.666666666666664,0.36616666666666664,0.4908333333333333,0.2801666666666667,95.33333333333333,147.83333333333334,27.166666666666668,79.33333333333333,33.166666666666664,7.333333333333333,71.83333333333333,0.3786666666666667,0.5068333333333334,-0.01699999999999996,-22.0,-17.0,-6.0,-4.0,-3.0,6.0,-12.0,-0.029000000000000026,-0.040000000000000036,0.233
28,784,1,0.25,71,123,34,80.0,28,1.0,32,0.309,0.518,540.0,141,149.0,0.25,71.0,123.0,34.0,80.0,28.0,1.0,32.0,0.309,0.518,0.25,71.0,123.0,34.0,80.0,28.0,1.0,32.0,0.309,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
29,841,2,0.25,68,134,29,76.0,23,1.0,31,0.301,0.46,579.0,137,150.0,0.25,69.2,129.6,31.0,77.6,25.0,1.0,31.4,0.30419999999999997,0.4832000000000001,0.25,69.5,128.5,31.5,78.0,25.5,1.0,31.5,0.305,0.489,0.0,-3.0,11.0,-5.0,-4.0,-5.0,0.0,-1.0,-0.008000000000000007,-0.057999999999999996,0.236
26,676,1,0.244,34,77,8,36.0,20,3.0,23,0.3,0.39,344.0,107,45.0,0.244,34.0,77.0,8.0,36.0,20.0,3.0,23.0,0.3,0.39,0.244,34.0,77.0,8.0,36.0,20.0,3.0,23.0,0.3,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269
27,729,2,0.269,71,147,21,78.0,20,9.0,35,0.314,0.42,593.0,152,76.0,0.259,56.2,119.0,15.8,61.199999999999996,20.0,6.6,30.200000000000003,0.3084,0.40800000000000003,0.2565,52.5,112.0,14.5,57.0,20.0,6.0,29.0,0.307,0.405,0.025000000000000022,37.0,70.0,13.0,42.0,0.0,6.0,12.0,0.014000000000000012,0.02999999999999997,0.29
27,729,1,0.294,70,153,5,42.0,18,26.0,26,0.334,0.392,555.0,125,81.0,0.294,70.0,153.0,5.0,42.0,18.0,26.0,26.0,0.334,0.392,0.294,70.0,153.0,5.0,42.0,18.0,26.0,26.0,0.334,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235
28,784,1,0.248,73,123,21,65.0,28,2.0,63,0.335,0.44,567.0,152,162.0,0.248,73.0,123.0,21.0,65.0,28.0,2.0,63.0,0.335,0.44,0.248,73.0,123.0,21.0,65.0,28.0,2.0,63.0,0.335,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261
30,900,1,0.251,63,135,15,65.0,28,0.0,52,0.323,0.39,601.0,151,101.0,0.251,63.0,135.0,15.0,65.0,28.0,0.0,52.0,0.323,0.39,0.251,63.0,135.0,15.0,65.0,28.0,0.0,52.0,0.323,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284
25,625,1,0.262,63,108,22,57.0,24,18.0,35,0.317,0.49,451.0,125,108.0,0.262,63.0,108.0,22.0,57.0,24.0,18.0,35.0,0.317,0.49,0.262,63.0,108.0,22.0,57.0,24.0,18.0,35.0,0.317,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234
24,576,1,0.225,44,67,10,38.0,19,10.0,23,0.284,0.43,331.0,92,118.0,0.225,44.0,67.0,10.0,38.0,19.0,10.0,23.0,0.284,0.43,0.225,44.0,67.0,10.0,38.0,19.0,10.0,23.0,0.284,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253
26,676,2,0.253,69,117,16,51.0,14,29.0,38,0.314,0.413,511.0,140,150.0,0.24180000000000001,59.0,97.0,13.6,45.8,16.0,21.4,32.0,0.302,0.41979999999999995,0.239,56.5,92.0,13.0,44.5,16.5,19.5,30.5,0.299,0.4215,0.027999999999999997,25.0,50.0,6.0,13.0,-5.0,19.0,15.0,0.030000000000000027,-0.017000000000000015,0.262
28,784,3,0.262,48,71,10,46.0,30,14.0,19,0.314,0.513,295.0,87,68.0,0.25283333333333335,54.33333333333333,85.66666666666666,12.0,46.33333333333333,22.833333333333332,18.333333333333332,26.0,0.30899999999999994,0.4658333333333333,0.24666666666666667,53.666666666666664,85.0,12.0,45.0,21.0,17.666666666666668,26.666666666666668,0.304,0.45199999999999996,0.009000000000000008,-21.0,-46.0,-6.0,-5.0,16.0,-15.0,-19.0,0.0,0.10000000000000003,0.306
29,841,4,0.306,50,72,19,32.0,23,9.0,13,0.358,0.647,254.0,61,62.0,0.2825,52.5,79.16666666666666,15.5,39.83333333333333,23.833333333333332,14.0,19.166666666666664,0.33599999999999997,0.5633333333333334,0.2615,52.75,81.75,13.75,41.75,21.5,15.5,23.25,0.3175,0.50075,0.043999999999999984,2.0,1.0,9.0,-14.0,-7.0,-5.0,-6.0,0.043999999999999984,0.134,0.224
30,900,5,0.224,61,76,28,51.0,13,6.0,34,0.306,0.526,382.0,92,116.0,0.25766666666666665,55.166666666666664,73.83333333333333,22.0,43.83333333333333,19.166666666666664,8.333333333333332,24.5,0.32466666666666666,0.5641666666666667,0.254,54.4,80.6,16.6,43.6,19.8,13.6,25.4,0.31520000000000004,0.5058,-0.08199999999999999,11.0,4.0,9.0,19.0,-10.0,-3.0,21.0,-0.05199999999999999,-0.121,0.207
31,961,6,0.207,49,63,17,42.0,17,9.0,35,0.294,0.438,347.0,85,109.0,0.22916666666666663,53.166666666666664,68.83333333333333,21.0,43.33333333333333,16.666666666666664,8.0,31.0,0.30866666666666664,0.5021666666666667,0.24616666666666667,53.5,77.66666666666667,16.666666666666668,43.333333333333336,19.333333333333332,12.833333333333334,27.0,0.3116666666666667,0.4945,-0.017000000000000015,-12.0,-13.0,-11.0,-9.0,4.0,3.0,1.0,-0.01200000000000001,-0.08800000000000002,0.279
32,1024,7,0.279,62,99,18,56.0,27,7.0,20,0.335,0.524,388.0,102,99.0,0.24583333333333335,57.5,83.16666666666666,19.333333333333332,50.5,21.333333333333332,7.5,27.333333333333332,0.3165,0.4956666666666667,0.2508571428571429,54.714285714285715,80.71428571428571,16.857142857142858,45.142857142857146,20.428571428571427,12.0,26.0,0.315,0.4987142857142857,0.07200000000000004,13.0,36.0,1.0,14.0,10.0,-2.0,-15.0,0.041000000000000036,0.08600000000000002,0.264
28,784,1,0.221,37,51,4,26.0,9,26.0,28,0.343,0.32,280.0,104,66.0,0.221,37.0,51.0,4.0,26.0,9.0,26.0,28.0,0.343,0.32,0.221,37.0,51.0,4.0,26.0,9.0,26.0,28.0,0.343,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227
29,841,2,0.227,53,100,9,44.0,24,44.0,27,0.283,0.347,483.0,139,133.0,0.2246,46.599999999999994,80.4,7.0,36.8,18.0,36.8,27.4,0.307,0.33619999999999994,0.224,45.0,75.5,6.5,35.0,16.5,35.0,27.5,0.313,0.3335,0.006000000000000005,16.0,49.0,5.0,18.0,15.0,18.0,-1.0,-0.06000000000000005,0.02699999999999997,0.236
31,961,1,0.265,66,134,15,58.0,28,6.0,36,0.315,0.43,551.0,143,107.0,0.265,66.0,134.0,15.0,58.0,28.0,6.0,36.0,0.315,0.43,0.265,66.0,134.0,15.0,58.0,28.0,6.0,36.0,0.315,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
32,1024,2,0.28,65,146,23,62.0,30,5.0,38,0.336,0.474,568.0,141,103.0,0.274,65.4,141.2,19.799999999999997,60.4,29.200000000000003,5.4,37.2,0.3276,0.45640000000000003,0.2725,65.5,140.0,19.0,60.0,29.0,5.5,37.0,0.3255,0.45199999999999996,0.015000000000000013,-1.0,12.0,8.0,4.0,2.0,-1.0,2.0,0.02100000000000002,0.043999999999999984,0.28
33,1089,3,0.28,66,134,14,59.0,32,3.0,50,0.351,0.434,540.0,135,83.0,0.2775,65.66666666666666,138.0,17.166666666666664,59.83333333333333,30.666666666666664,4.166666666666666,43.666666666666664,0.33999999999999997,0.44666666666666666,0.275,65.66666666666667,138.0,17.333333333333332,59.666666666666664,30.0,4.666666666666667,41.333333333333336,0.334,0.44599999999999995,0.0,1.0,-12.0,-9.0,-3.0,2.0,-2.0,12.0,0.014999999999999958,-0.03999999999999998,0.262
34,1156,4,0.262,68,143,23,75.0,36,0.0,41,0.316,0.458,592.0,147,119.0,0.271,66.83333333333333,140.5,20.0,67.5,33.666666666666664,1.8333333333333333,43.5,0.33099999999999996,0.45266666666666666,0.27175000000000005,66.25,139.25,18.75,63.5,31.5,3.5,41.25,0.3295,0.44899999999999995,-0.018000000000000016,2.0,9.0,9.0,16.0,4.0,-3.0,-9.0,-0.034999999999999976,0.02400000000000002,0.26
35,1225,5,0.26,69,116,18,91.0,25,4.0,57,0.342,0.441,514.0,131,103.0,0.264,68.16666666666666,128.0,19.0,80.33333333333333,29.833333333333332,2.5,50.5,0.3348333333333333,0.4455,0.26940000000000003,66.8,134.6,18.6,69.0,30.2,3.6,44.4,0.332,0.4473999999999999,-0.0020000000000000018,1.0,-27.0,-5.0,16.0,-11.0,4.0,16.0,0.026000000000000023,-0.017000000000000015,0.242
36,1296,6,0.242,23,46,8,31.0,9,0.0,19,0.305,0.447,213.0,52,40.0,0.2513333333333333,45.83333333333333,85.5,13.833333333333332,58.33333333333333,18.833333333333332,1.3333333333333333,35.33333333333333,0.3191666666666667,0.4468333333333333,0.26483333333333337,59.5,119.83333333333333,16.833333333333332,62.666666666666664,26.666666666666668,3.0,40.166666666666664,0.3275,0.4473333333333333,-0.018000000000000016,-46.0,-70.0,-10.0,-60.0,-16.0,-4.0,-38.0,-0.03700000000000003,0.006000000000000005,0.23
32,1024,1,0.273,70,172,12,77.0,36,3.0,40,0.314,0.394,683.0,158,88.0,0.273,70.0,172.0,12.0,77.0,36.0,3.0,40.0,0.314,0.394,0.273,70.0,172.0,12.0,77.0,36.0,3.0,40.0,0.314,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296
33,1089,2,0.296,70,175,14,86.0,42,2.0,47,0.345,0.455,646.0,151,69.0,0.2868,70.0,173.8,13.200000000000001,82.4,39.6,2.4000000000000004,44.2,0.3326,0.43060000000000004,0.2845,70.0,173.5,13.0,81.5,39.0,2.5,43.5,0.3295,0.4245,0.022999999999999965,0.0,3.0,2.0,9.0,6.0,-1.0,7.0,0.030999999999999972,0.061,0.285
34,1156,3,0.285,78,177,17,85.0,30,1.0,36,0.324,0.423,666.0,156,74.0,0.2866666666666666,74.0,175.5,15.166666666666666,84.0,35.0,1.6666666666666665,40.33333333333333,0.32933333333333337,0.4288333333333333,0.2846666666666666,72.66666666666667,174.66666666666666,14.333333333333334,82.66666666666667,36.0,2.0,41.0,0.3276666666666667,0.424,-0.01100000000000001,8.0,2.0,3.0,-1.0,-12.0,-1.0,-11.0,-0.020999999999999963,-0.03200000000000003,0.28
35,1225,4,0.28,28,70,6,39.0,17,1.0,20,0.335,0.42,278.0,78,38.0,0.2843333333333333,51.666666666666664,123.16666666666666,11.0,62.166666666666664,25.5,1.1666666666666665,29.833333333333332,0.33299999999999996,0.4268333333333333,0.2835,61.5,148.5,12.25,71.75,31.25,1.75,35.75,0.3295,0.423,-0.004999999999999949,-50.0,-107.0,-11.0,-46.0,-13.0,0.0,-16.0,0.01100000000000001,-0.0030000000000000027,0.28
33,1089,1,0.338,64,145,18,76.0,28,1.0,77,0.44,0.534,511.0,119,82.0,0.338,64.0,145.0,18.0,76.0,28.0,1.0,77.0,0.44,0.534,0.338,64.0,145.0,18.0,76.0,28.0,1.0,77.0,0.44,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316
34,1156,2,0.316,92,188,38,108.0,31,0.0,75,0.393,0.563,679.0,158,116.0,0.3248,80.8,170.8,30.0,95.2,29.799999999999997,0.4,75.8,0.41180000000000005,0.5513999999999999,0.327,78.0,166.5,28.0,92.0,29.5,0.5,76.0,0.4165,0.5485,-0.02200000000000002,28.0,43.0,20.0,32.0,3.0,-1.0,-2.0,-0.046999999999999986,0.028999999999999915,0.249
36,1296,3,0.249,50,117,16,60.0,22,0.0,54,0.329,0.399,529.0,130,110.0,0.2861666666666667,66.33333333333333,145.33333333333331,23.666666666666664,78.66666666666666,26.0,0.16666666666666666,64.83333333333333,0.36883333333333335,0.4761666666666666,0.301,68.66666666666667,150.0,24.0,81.33333333333333,27.0,0.3333333333333333,68.66666666666667,0.3873333333333333,0.49866666666666665,-0.067,-42.0,-71.0,-22.0,-48.0,-9.0,0.0,-21.0,-0.064,-0.16399999999999992,0.282
37,1369,4,0.282,41,139,12,59.0,21,0.0,48,0.346,0.398,549.0,136,108.0,0.2766666666666666,52.5,139.83333333333331,17.666666666666664,67.5,23.0,0.0,54.5,0.3481666666666666,0.42583333333333334,0.29625,61.75,147.25,21.0,75.75,25.5,0.25,63.5,0.377,0.47350000000000003,0.032999999999999974,-9.0,22.0,-4.0,-1.0,-1.0,0.0,-6.0,0.01699999999999996,-0.0010000000000000009,0.25
38,1444,5,0.25,28,51,10,35.0,4,1.0,24,0.329,0.417,231.0,57,51.0,0.26049999999999995,36.0,91.33333333333333,11.666666666666666,47.166666666666664,12.666666666666666,0.5,37.0,0.33466666666666667,0.4076666666666666,0.28700000000000003,55.0,128.0,18.8,67.6,21.2,0.4,55.6,0.3674,0.4622,-0.03199999999999997,-13.0,-88.0,-2.0,-24.0,-17.0,1.0,-24.0,-0.01699999999999996,0.01899999999999996,0.256
39,1521,6,0.256,48,121,15,75.0,16,0.0,40,0.316,0.386,526.0,130,118.0,0.2583333333333333,40.166666666666664,100.66666666666666,12.833333333333332,59.0,12.833333333333332,0.3333333333333333,36.0,0.32533333333333336,0.3983333333333333,0.2818333333333333,53.833333333333336,126.83333333333333,18.166666666666668,68.83333333333333,20.333333333333332,0.3333333333333333,53.0,0.35883333333333334,0.4495,0.006000000000000005,20.0,70.0,5.0,40.0,12.0,-1.0,16.0,-0.013000000000000012,-0.030999999999999972,0.254
40,1600,7,0.254,25,101,5,43.0,10,1.0,28,0.305,0.317,433.0,112,101.0,0.254,33.166666666666664,99.33333333333333,9.166666666666666,52.33333333333333,11.0,0.6666666666666666,31.333333333333332,0.31266666666666665,0.3566666666666667,0.27785714285714286,49.714285714285715,123.14285714285714,16.285714285714285,65.14285714285714,18.857142857142858,0.42857142857142855,49.42857142857143,0.35114285714285715,0.4305714285714286,-0.0020000000000000018,-23.0,-20.0,-10.0,-32.0,-6.0,1.0,-12.0,-0.01100000000000001,-0.069,0.257
25,625,1,0.211,35,63,5,29.0,11,8.0,25,0.275,0.299,330.0,115,72.0,0.211,35.0,63.0,5.0,29.0,11.0,8.0,25.0,0.275,0.299,0.211,35.0,63.0,5.0,29.0,11.0,8.0,25.0,0.275,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247
30,900,1,0.307,101,169,16,72.0,34,28.0,37,0.361,0.477,604.0,140,98.0,0.307,101.0,169.0,16.0,72.0,34.0,28.0,37.0,0.361,0.477,0.307,101.0,169.0,16.0,72.0,34.0,28.0,37.0,0.361,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287
31,961,2,0.287,56,114,9,56.0,19,14.0,31,0.339,0.408,434.0,103,84.0,0.295,74.0,136.0,11.8,62.400000000000006,25.0,19.6,33.4,0.3478,0.4356,0.297,78.5,141.5,12.5,64.0,26.5,21.0,34.0,0.35,0.4425,-0.020000000000000018,-45.0,-55.0,-7.0,-16.0,-15.0,-14.0,-6.0,-0.021999999999999964,-0.069,0.3
32,1024,3,0.3,86,175,15,49.0,27,26.0,54,0.363,0.44,645.0,155,100.0,0.2968333333333333,78.5,153.66666666666666,13.166666666666666,55.166666666666664,25.5,22.333333333333332,43.5,0.3546666666666667,0.4355,0.298,81.0,152.66666666666666,13.333333333333334,59.0,26.666666666666668,22.666666666666668,40.666666666666664,0.35433333333333333,0.44166666666666665,0.013000000000000012,30.0,61.0,6.0,-7.0,8.0,12.0,23.0,0.023999999999999966,0.03200000000000003,0.308
33,1089,4,0.308,90,166,10,38.0,25,30.0,71,0.395,0.417,620.0,141,94.0,0.3018333333333333,83.0,160.33333333333331,11.5,44.666666666666664,24.666666666666664,26.0,58.666666666666664,0.375,0.4231666666666667,0.3005,83.25,156.0,12.5,53.75,26.25,24.5,48.25,0.3645,0.4355,0.008000000000000007,4.0,-9.0,-5.0,-11.0,-2.0,4.0,17.0,0.03200000000000003,-0.02300000000000002,0.26
35,1225,5,0.26,75,146,11,48.0,30,18.0,50,0.325,0.372,622.0,148,106.0,0.2826666666666666,81.83333333333333,157.5,11.333333333333332,44.83333333333333,27.833333333333332,23.333333333333332,57.666666666666664,0.3546666666666667,0.3983333333333333,0.2924,81.6,154.0,12.2,52.6,27.0,23.2,48.6,0.3566,0.42279999999999995,-0.04799999999999999,-15.0,-20.0,1.0,10.0,5.0,-12.0,-21.0,-0.07,-0.044999999999999984,0.257
29,841,1,0.256,78,161,26,83.0,23,4.0,45,0.308,0.422,686.0,159,164.0,0.256,78.0,161.0,26.0,83.0,23.0,4.0,45.0,0.308,0.422,0.256,78.0,161.0,26.0,83.0,23.0,4.0,45.0,0.308,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271
30,900,2,0.271,91,161,18,75.0,35,2.0,67,0.348,0.438,672.0,157,118.0,0.265,85.80000000000001,161.0,21.2,78.2,30.200000000000003,2.8,58.199999999999996,0.33199999999999996,0.4316,0.2635,84.5,161.0,22.0,79.0,29.0,3.0,56.0,0.32799999999999996,0.43,0.015000000000000013,13.0,0.0,-8.0,-8.0,12.0,-2.0,22.0,0.03999999999999998,0.016000000000000014,0.244
